Colonne1;Colonne2
aminoside;ANT(3'')-Ii-AAC(6')-IId_fusion_protein
aminoside;ANT(3'')-IIb
aminoside;ANT(3'')-IIc
aminoside;ANT(4')-Ia
aminoside;ANT(4')-Ib
aminoside;ANT(4')-IIb
aminoside;ANT(6)-Ia
aminoside;ANT(6)-Ib
aminoside;ANT(9)-Ia
aminoside;APH(2'')-If
aminoside;APH(2'')-Ig
aminoside;APH(2'')-IIa
aminoside;APH(2'')-IIIa
aminoside;APH(2'')-IVa
aminoside;APH(3')-Ia
aminoside;APH(3'')-Ia
aminoside;APH(3')-Ib
aminoside;APH(3'')-Ib
aminoside;APH(3'')-Ic
aminoside;APH(3')-IIa
aminoside;APH(3')-IIb
aminoside;APH(3')-IIc
aminoside;APH(3')-IIIa
aminoside;APH(3')-IVa
aminoside;APH(3')-IX
aminoside;APH(3')-Va
aminoside;APH(3')-Vc
aminoside;APH(3')-VIa
aminoside;APH(3')-VIIa
aminoside;APH(3')-VIII
aminoside;APH(3')-VIIIa
aminoside;APH(4)-Ia
aminoside;APH(6)-Ia
aminoside;APH(6)-Ib
aminoside;APH(6)-Ic
aminoside;APH(6)-Id
aminoside;APH(7'')-Ia
aminoside;APH(9)-Ia
aminoside;aphA15
aminoside;apmA
blactamase;AQU-1
blactamase;AQU-1
blactamase;AQU-2
blactamase;AQU-3
blactamase;ARL-2
Multidrug_efflux;arlR
Multidrug_efflux;arlS
aminoside;armA
Multidrug_efflux;ArmR
peptide;arnA
rifampicin;arr-1
rifampicin;arr-2
rifampicin;arr-3
rifampicin;arr-4
rifampicin;arr-5
blactamase;AST-1
blactamase;AST-1
Multidrug_efflux;AxyX
Multidrug_efflux;AxyY
peptide;bacA
phenicol;Bacillus_clausii_chloramphenicol_acetyltransferase
phenicol;Bacillus_pumilus_cat86
peptide;Bacillus_subtilis_mprF
aminoside;baeR
aminoside;baeS
peptide;BahA
peptide;basS
blactamase;BAT-1
blactamase;BAT-1
blactamase;BcI
blactamase;BcII
blactamase;BcII
blactamase;BCL-1
bicyclomycin;bcr-1
blactamase;bcr-1
peptide;bcrA
peptide;bcrB
peptide;bcrC
blactamase;BEL-1
blactamase;BEL-1
mupirocin;Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin
rifampicin;Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin
blactamase;BJP-1_beta-lactamase
blactamase;BJP-1_beta-lactamase
blactamase;BKC-1
blactamase;BLA1
blactamase;Bla2
blactamase;blaF
blactamase;blaR1
Multidrug_efflux;blt
Multidrug_efflux;bmr
blactamase;BPU-1
blactamase;BPU-1
blactamase;BRO-1
peptide;Brucella_suis_mprF
blactam_non_enz;Burkholderia_pseudomallei_Omp38
phenicol;Campylobacter_coli_chloramphenicol_acetyltransferase
MLS;carA
blactamase;CARB-14
blactamase;CARB-14
blactamase;CARB-23
blactamase;CARB-3
blactamase;CARB-4
blactamase;CARB-9
phenicol;catA4
phenicol;catA8
phenicol;catB10
phenicol;catB11
phenicol;catB2
phenicol;catB3
phenicol;catB8
phenicol;catB9
phenicol;catI
phenicol;catII
phenicol;catII_from_Escherichia_coli_K-12
phenicol;catIII
phenicol;catP
phenicol;catQ
phenicol;catS
phenicol;CatU
phenicol;catV
blactamase;CAU-1_beta-lactamase
blactamase;CAU-1_beta-lactamase
blactamase;CblA-1
blactamase;CBP-1
blactamase;CcrA_beta-lactamase
Multidrug_efflux;cdeA
Multidrug_efflux;ceoA
Multidrug_efflux;ceoB
blactamase;cepA_beta-lactamase
blactamase;CEPH-A3
blactamase;CepS_beta-lactamase
blactamase;CFE-1
Multidrug;cfr(B)
Multidrug;cfrA
Multidrug;cfrC
Multidrug;cfrC
blactamase;CfxA2
blactamase;CfxA3
blactamase;CfxA3
blactamase;CfxA6
blactamase;CGA-1
blactamase;CGB-1_beta-lactamase
blactamase;CGB-1_beta-lactamase
fosfomycin;Chlamydia_trachomatis_intrinsic_murA_conferring_resistance_to_fosfomycin
MLS;chrB
blactamase;Chryseobacterium_meningosepticum_BlaB
blactamase;CIA-1
blactamase;CIA-4
Multidrug;cipA
blactamase;CKO-1
MLS;clbA
MLS;clbB
MLS;clbC
phenicol;Clostridium_butyricum_catB
peptide;Clostridium_perfringens_mprF
blactamase;CME-1
Multidrug_efflux;cmeA
Multidrug_efflux;cmeB
Multidrug_efflux;cmeC
Multidrug_efflux;cmeR
blactamase;CMH-1
phenicol;cml
phenicol;cmlA5
phenicol;cmlB
phenicol;cmlB1
phenicol;cmlv
phenicol;cmx
blactamase;CMY-100
blactamase;CMY-100
blactamase;CMY-101
blactamase;CMY-101
blactamase;CMY-51
blactamase;CMY-53
blactamase;CMY-59
blactamase;CMY-75
blactamase;CMY-8
blactamase;CMY-82
blactamase;CMY-98
cycline;Corynebacterium_striatum_tetA
aminoside;cpaA
blactamase;cphA2
blactamase;cphA4
blactamase;cphA5
blactamase;cphA6
blactamase;cphA7
blactamase;CPS-1
aminoside;cpxA
Multidrug_efflux;CRP
quinolone;CrpP
blactamase;CTX-M-121
blactamase;CTX-M-121
blactamase;CTX-M-123
blactamase;CTX-M-123
blactamase;CTX-M-152
blactamase;CTX-M-152
blactamase;CTX-M-3
blactamase;CTX-M-37
blactamase;CTX-M-5
blactamase;CTX-M-63
blactamase;CTX-M-68
blactamase;DES-1
bleomycin;determinant_of_bleomycin_resistance
Sulfonamide/trimethoprim;dfrA1
Sulfonamide/trimethoprim;dfrA10
Sulfonamide/trimethoprim;dfrA12
Sulfonamide/trimethoprim;dfrA14
Sulfonamide/trimethoprim;dfrA16
Sulfonamide/trimethoprim;dfrA17
Sulfonamide/trimethoprim;dfrA18
Sulfonamide/trimethoprim;dfrA19
Sulfonamide/trimethoprim;dfrA21
Sulfonamide/trimethoprim;dfrA22
Sulfonamide/trimethoprim;dfrA23
Sulfonamide/trimethoprim;dfrA25
Sulfonamide/trimethoprim;dfrA26
Sulfonamide/trimethoprim;dfrA27
Sulfonamide/trimethoprim;dfrA30
Sulfonamide/trimethoprim;dfrA32
Sulfonamide/trimethoprim;dfrA5
Sulfonamide/trimethoprim;dfrA6
Sulfonamide/trimethoprim;dfrA6_from_Proteus_mirabilis
Sulfonamide/trimethoprim;dfrA7
Sulfonamide/trimethoprim;dfrA8
Sulfonamide/trimethoprim;dfrB1
Sulfonamide/trimethoprim;dfrB3
Sulfonamide/trimethoprim;dfrB4
Sulfonamide/trimethoprim;dfrB5
Sulfonamide/trimethoprim;dfrC
Sulfonamide/trimethoprim;dfrE
Sulfonamide/trimethoprim;dfrF
Sulfonamide/trimethoprim;dfrG
Sulfonamide/trimethoprim;dfrI
Sulfonamide/trimethoprim;dfrK
blactamase;DHA-12
blactamase;DHA-12
blactamase;DHA-13
blactamase;DHA-13
blactamase;DHA-16
blactamase;DHA-16
blactamase;DIM-1_beta-lactamase
blactamase;DIM-1_beta-lactamase
blactamase;DIM-1_beta-lactamase
blactamase;EBR-1_beta-lactamase
blactamase;EBR-1_beta-lactamase
blactamase;EBR-1_beta-lactamase
blactamase;EBR-2
edein;EdeQ
Multidrug_efflux;efmA
rifampicin;efpA
Multidrug_efflux;efrA
Multidrug_efflux;efrB
Multidrug_efflux;emeA
quinolone;emrA
quinolone;emrB
Multidrug_efflux;emrK
Multidrug_efflux;emrR
cycline;emrY
MLS;emtA
Multidrug_efflux;Enterobacter_cloacae_acrA
phenicol;Enterococcus_faecalis_chloramphenicol_acetyltransferase
phenicol;Enterococcus_faecium_chloramphenicol_acetyltransferase
peptide;eptA
MLS;EreA2
MLS;EreB
MLS;EreD
MLS;Erm(30)
MLS;Erm(31)
MLS;erm(32)
MLS;Erm(34)
MLS;Erm(35)
MLS;Erm(36)
MLS;Erm(37)
MLS;Erm(38)
MLS;Erm(39)
MLS;erm(40)
MLS;Erm(41)
MLS;Erm(42)
MLS;Erm(43)
MLS;erm(44)
MLS;erm(46)
MLS;Erm(47)
MLS;Erm(49)
MLS;Erm(K)
MLS;Erm(O)-lrm
MLS;erm45
MLS;ErmA
MLS;ErmB
MLS;ErmC
MLS;ErmD
MLS;ErmE
MLS;ErmF
MLS;ErmG
MLS;ErmN
MLS;ErmO
MLS;ErmQ
MLS;ErmR
MLS;ErmS
MLS;ErmT
MLS;ErmU
MLS;ErmV
MLS;ErmX
MLS;ErmY
MLS;ermZ
blactamase;ERP-1
Multidrug_efflux;Escherichia_coli_acrA
blactamase;Escherichia_coli_ampC
blactamase;Escherichia_coli_ampC1_beta-lactamase
blactamase;Escherichia_coli_ampC1_beta-lactamase
blactamase;Escherichia_coli_ampH
Multidrug_efflux;Escherichia_coli_emrE
Multidrug_efflux;Escherichia_coli_mdfA
blactamase;ESP-1
blactamase;ESP-1
Multidrug_efflux;evgA
Multidrug_efflux;evgS
blactamase;EXO_beta-lactamase
factumycin;facT
blactamase;FAR-1
Fatty_acid;farA
Fatty_acid;farB
phenicol;fexA
blactamase;FEZ-1_beta-lactamase
blactamase;FEZ-1_beta-lactamase
blactamase;FIM-1
blactamase;FIM-1
phenicol;floR
fosfomycin;FomA
fosfomycin;FomB
blactamase;FONA-4
blactamase;FONA-5
fosfomycin;fosA
fosfomycin;FosA2
fosfomycin;FosA3
fosfomycin;FosA4
fosfomycin;FosA5
fosfomycin;FosA6
fosfomycin;FosA7
fosfomycin;FosB
fosfomycin;FosB6
fosfomycin;FosD
fosfomycin;FosK
fosfomycin;FosX
blactamase;FOX-1
blactamase;FOX-1
blactamase;FOX-2
blactamase;FOX-4
blactamase;FPH-1
blactamase;FTU-1
fusidic acid;fusB
fusidic acid;fusC
fusidic acid;fusD
fusidic acid;FusF
fusidic acid;fusH
Multidrug_efflux;gadW
Multidrug_efflux;gadX
blactamase;GES-14
blactamase;GIM-1
blactamase;GIM-1
MLS;gimA
blactamase;GOB-10
blactamase;GOB-10
blactamase;GOB-13
blactamase;GOB-13
blactamase;GOB-16
blactamase;GOB-16
blactamase;GOB-7
Multidrug_efflux;golS
blactamase;HERA-3
blactamase;HERA-6
blactamase;HERA-8
blactamase;HMB-1_beta-lactamase
blactamase;HMB-1_beta-lactamase
Multidrug_efflux;hmrM
Multidrug_efflux;H-NS
Multidrug_efflux;hp1181
peptide;ICR-Mc
peptide;ICR-Mo
blactamase;IMI-2
blactamase;IMP-1
blactamase;IMP-1
blactamase;IMP-13
blactamase;IMP-13
blactamase;IMP-14
blactamase;IMP-14
blactamase;IMP-15
blactamase;IMP-15
blactamase;IMP-18
blactamase;IMP-18
blactamase;IMP-27
blactamase;IMP-7
blactamase;IMP-8
blactamase;IND-1
blactamase;IND-1
blactamase;IND-10
blactamase;IND-10
blactamase;IND-11
blactamase;IND-11
blactamase;IND-3
blactamase;IND-4
blactamase;IND-5
blactamase;IND-7
blactamase;IND-9
rifampicin;iri
blactamase;JOHN-1_beta-lactamase
blactamase;JOHN-1_beta-lactamase
aminoside;kamB
aminoside;kdpE
blactamase;KHM-1_beta-lactamase
blactamase;KHM-1_beta-lactamase
Multidrug_efflux;Klebsiella_pneumoniae_acrA
Multidrug_efflux;Klebsiella_pneumoniae_KpnE
Multidrug_efflux;Klebsiella_pneumoniae_KpnF
Multidrug_efflux;Klebsiella_pneumoniae_KpnG
Multidrug_efflux;Klebsiella_pneumoniae_KpnH
blactam_non_enz;Klebsiella_pneumoniae_OmpK37
blactamase;KPC-3
blactamase;L1_beta-lactamase
phenicol;Lactobacillus_reuteri_cat-TC
blactamase;LAP-1
blactamase;LAP-1
blactamase;LAP-2
blactamase;Laribacter_hongkongensis_ampC_beta-lactamase
blactamase;Laribacter_hongkongensis_ampC_beta-lactamase
blactamase;LCR-1
blactamase;LEN-17
blactamase;LEN-17
blactamase;LEN-19
blactamase;LEN-19
blactamase;LEN-26
blactamase;LEN-30
MLS;lin
MLS;linG
peptide;Listeria_monocytogenes_mprF
MLS;LlmA_23S_ribosomal_RNA_methyltransferase
MLS;lmrB
MLS;lmrC
MLS;lmrD
Multidrug_efflux;lmrP
MLS;lnuA
MLS;lnuC
MLS;lnuD
MLS;lnuE
MLS;lnuF
MLS;lnuG
MLS;LpeA
MLS;LpeB
blactamase;LRA-1
blactamase;LRA-3
quinolone;lrfA
MLS;lsaA
MLS;lsaB
MLS;lsaC
MLS;lsaE
MLS;macA
MLS;macB
Multidrug_efflux;marA
blactamase;MCR-1
peptide;MCR-1
peptide;MCR-2.2
peptide;MCR-3
peptide;MCR-3.12
peptide;MCR-3.6
peptide;MCR-4.3
peptide;MCR-5
peptide;MCR-7.1
peptide;MCR-8
peptide;MCR-9
Multidrug_efflux;mdsA
Multidrug_efflux;mdsB
Multidrug_efflux;mdsC
Multidrug_efflux;mdtA
Multidrug_efflux;mdtB
Multidrug_efflux;mdtC
Multidrug_efflux;mdtE
Multidrug_efflux;mdtF
Multidrug_efflux;mdtG
Multidrug_efflux;mdtH
Multidrug_efflux;mdtK
Multidrug_efflux;mdtM
Multidrug_efflux;mdtN
Multidrug_efflux;mdtO
Multidrug_efflux;mdtP
blactam_non_enz;mecA
blactam_non_enz;mecB
blactam_non_enz;mecC
blactam_non_enz;mecD
blactam_non_enz;mecI
blactam_non_enz;mecR1
MLS;Mef(En2)
MLS;mefB
MLS;mefC
MLS;mefE
MLS;mefE
MLS;mel
Multidrug_efflux;mepA
Multidrug_efflux;mepR
Multidrug_efflux;MexA
Multidrug_efflux;MexB
Multidrug_efflux;MexC
Multidrug_efflux;MexD
Multidrug_efflux;MexE
Multidrug_efflux;MexF
Multidrug_efflux;mexG
Multidrug_efflux;mexH
Multidrug_efflux;mexI
Multidrug_efflux;mexJ
Multidrug_efflux;mexK
Multidrug_efflux;mexL
Multidrug_efflux;mexM
Multidrug_efflux;mexN
Multidrug_efflux;mexP
Multidrug_efflux;mexQ
Multidrug_efflux;mexV
Multidrug_efflux;mexW
Multidrug_efflux;mexX
quinolone;mfpA
Multidrug_efflux;mgrA
MLS;mgtA
blactamase;MIR-10
blactamase;MIR-14
blactamase;MOX-6
blactamase;MOX-8
blactamase;MOX-9
MLS;mphA
MLS;mphB
MLS;mphC
MLS;mphE
MLS;mphG
MLS;mphH
MLS;mphI
MLS;mphJ
MLS;mphK
MLS;mphL
MLS;mphM
MLS;mphN
MLS;mphO
nitroimidazole;msbA
blactamase;MSI-OXA
MLS;msrA
MLS;msrC
MLS;msrE
Multidrug_efflux;mtrA
Multidrug_efflux;mtrC
Multidrug_efflux;mtrD
Multidrug_efflux;mtrE
blactamase;MUS-1_beta-lactamase
blactamase;MUS-1_beta-lactamase
MLS;MuxA
MLS;MuxB
MLS;MuxC
MLS;myrA
blactamase;NDM-1
blactamase;NmcA_beta-lactamase
blactamase;NmcR
rifampicin;Nocardia_rifampin_resistant_beta-subunit_of_RNA_polymerase_(rpoB2)
quinolone;norA
Multidrug_efflux;norB
aminocoumarin;novA
aminoside;npmA
blactamase;NPS-1
blactamase;OCH-1
blactamase;OCH-1
blactamase;OCH-2
blactamase;OCH-3
blactamase;OCH-6
blactamase;OCH-7
blactamase;OCH-8
blactamase;OKP-A-11
blactamase;OKP-A-11
blactamase;OKP-B-6
MLS;oleB
MLS;oleC
MLS;oleD
MLS;oleI
Multidrug_efflux;opcM
Multidrug_efflux;OpmB
Multidrug_efflux;opmD
Multidrug_efflux;opmE
Disinfecting_agents_and_antiseptics;OpmH
Multidrug_efflux;oprA
Multidrug_efflux;OprJ
Multidrug_efflux;OprM
Multidrug_efflux;OprN
Multidrug_efflux;OprZ
Multidrug;optrA
Multidrug_efflux;oqxA
Multidrug_efflux;oqxB
cycline;otr(A)
cycline;otr(B)
cycline;otrC
blactamase;OXA-1
blactamase;OXA-1
blactamase;OXA-10
blactamase;OXA-10
blactamase;OXA-114a
blactamase;OXA-114a
blactamase;OXA-119
blactamase;OXA-119
blactamase;OXA-12
blactamase;OXA-12
blactamase;OXA-129
blactamase;OXA-129
blactamase;OXA-137
blactamase;OXA-137
blactamase;OXA-152
blactamase;OXA-152
blactamase;OXA-153
blactamase;OXA-153
blactamase;OXA-154
blactamase;OXA-154
blactamase;OXA-155
blactamase;OXA-155
blactamase;OXA-156
blactamase;OXA-156
blactamase;OXA-157
blactamase;OXA-157
blactamase;OXA-158
blactamase;OXA-158
blactamase;OXA-181
blactamase;OXA-181
blactamase;OXA-184
blactamase;OXA-184
blactamase;OXA-198
blactamase;OXA-198
blactamase;OXA-2
blactamase;OXA-20
blactamase;OXA-204
blactamase;OXA-209
blactamase;OXA-21
blactamase;OXA-211
blactamase;OXA-213
blactamase;OXA-214
blactamase;OXA-22
blactamase;OXA-229
blactamase;OXA-23
blactamase;OXA-235
blactamase;OXA-243
blactamase;OXA-255
blactamase;OXA-258
blactamase;OXA-266
blactamase;OXA-269
blactamase;OXA-270
blactamase;OXA-273
blactamase;OXA-274
blactamase;OXA-276
blactamase;OXA-278
blactamase;OXA-279
blactamase;OXA-280
blactamase;OXA-281
blactamase;OXA-282
blactamase;OXA-283
blactamase;OXA-284
blactamase;OXA-285
blactamase;OXA-286
blactamase;OXA-287
blactamase;OXA-288
blactamase;OXA-29
blactamase;OXA-291
blactamase;OXA-293
blactamase;OXA-294
blactamase;OXA-296
blactamase;OXA-297
blactamase;OXA-299
blactamase;OXA-302
blactamase;OXA-304
blactamase;OXA-306
blactamase;OXA-308
blactamase;OXA-323
blactamase;OXA-347
blactamase;OXA-359
blactamase;OXA-360
blactamase;OXA-362
blactamase;OXA-363
blactamase;OXA-417
blactamase;OXA-42
blactamase;OXA-427
blactamase;OXA-436
blactamase;OXA-437
blactamase;OXA-443
blactamase;OXA-444
blactamase;OXA-446
blactamase;OXA-447
blactamase;OXA-448
blactamase;OXA-450
blactamase;OXA-455
blactamase;OXA-459
blactamase;OXA-46
blactamase;OXA-460
blactamase;OXA-464
blactamase;OXA-485
blactamase;OXA-486
blactamase;OXA-5
blactamase;OXA-535
blactamase;OXA-54
blactamase;OXA-55
blactamase;OXA-58
blactamase;OXA-59
blactamase;OXA-60
blactamase;OXA-61
blactamase;OXA-664
blactamase;OXA-665
blactamase;OXA-68
blactamase;OXA-72
blactamase;OXA-724
blactamase;OXA-85
blactamase;OXA-9
blactamase;OXY-1-3
blactamase;OXY-1-3
blactamase;OXY-2-3
blactamase;OXY-3-1
blactamase;OXY-3-1
quinolone;patA
quinolone;patB
blactamase;PC1_beta-lactamase_(blaZ)
blactamase;PC1_beta-lactamase_(blaZ)
blactamase;PDC-7
blactamase;PDC-9
blactamase;PEDO-1
blactamase;PEDO-1
blactamase;PEDO-2
blactamase;PER-1
blactamase;PER-1
blactamase;PER-2
blactamase;PER-6
peptide;pgpB
phenicol;plasmid-encoded_cat_(pp-cat)
Multidrug_efflux;PmpM
quinolone;pmrA
peptide;pmrF
Multidrug;poxtA
phenicol;Pseudomonas_aeruginosa_catB7
Multidrug_efflux;Pseudomonas_aeruginosa_CpxR
aminoside;Pseudomonas_aeruginosa_emrE
Multidrug_efflux;Pseudomonas_aeruginosa_soxR
quinolone;qacA
Disinfecting_agents_and_antiseptics;qacH
quinolone;QepA2
quinolone;QepA4
quinolone;QnrA2
quinolone;QnrA7
quinolone;QnrB12
quinolone;QnrB21
quinolone;QnrB33
quinolone;QnrB35
quinolone;QnrB38
quinolone;QnrB41
quinolone;QnrB5
quinolone;QnrB56
quinolone;QnrB65
quinolone;QnrB69
quinolone;QnrC
quinolone;QnrD1
quinolone;qnrE1
quinolone;QnrS2
quinolone;QnrS5
quinolone;QnrVC1
quinolone;QnrVC4
quinolone;QnrVC6
blactamase;r39_beta-lactamase
Multidrug_efflux;ramA
rifampicin;RbpA
blactamase;RCP-1
rifampicin;rgt1438
blactamase;Rhodobacter_sphaeroides_ampC_beta-lactamase
blactamase;Rhodobacter_sphaeroides_ampC_beta-lactamase
phenicol;Rhodococcus_fascians_cmr
MLS;RlmA(II)
blactamase;Rm3_beta-lactamase
aminoside;rmtB
aminoside;rmtC
aminoside;rmtD2
aminoside;rmtE
aminoside;rmtF
aminoside;rmtG
aminoside;rmtG
aminoside;rmtH
blactamase;ROB-1
peptide;rosA
peptide;rosB
rifampicin;rphA
rifampicin;rphB
MLS;salA
nucleoside;SAT-1
nucleoside;SAT-4
blactamase;SCO-1
Multidrug_efflux;sdiA
blactamase;Sed1_beta-lactamase
blactamase;SFB-1
blactamase;SFB-1
blactamase;SFH-1
blactamase;SFH-1
aminoside;sgm
blactamase;SHV-1
blactamase;SHV-1
blactamase;SHV-134
blactamase;SHV-134
blactamase;SHV-161
blactamase;SHV-161
blactamase;SHV-33
blactamase;SIM-1_beta-lactamase
blactamase;SIM-1_beta-lactamase
blactamase;SIM-1_beta-lactamase
blactamase;SLB-1
blactamase;SME-2
Multidrug_efflux;smeA
Multidrug_efflux;smeB
Multidrug_efflux;smeC
Multidrug_efflux;smeD
Multidrug_efflux;smeE
Multidrug_efflux;smeF
Multidrug_efflux;smeR
Multidrug_efflux;smeS
aminoside;spd
blactamase;SPM-1
blactamase;SPM-1
MLS;srmB
blactamase;SRT-1
blactamase;SRT-1
blactamase;SRT-2
streptothricin;sta
fosfomycin;Staphylococcus_aureus_FosB
fosfomycin;Staphylococcus_aureus_FosB
quinolone;Staphylococcus_aureus_norA
quinolone;Staphylococcus_aureus_norA
Multidrug_efflux;Staphylococcys_aureus_LmrS
phenicol;Streptococcus_suis_chloramphenicol_acetyltransferase
aminocoumarin;Streptomyces_rishiriensis_parY_mutant_conferring_resistance_to_aminocoumarin
Sulfonamide/trimethoprim;sul1
Sulfonamide/trimethoprim;sul2
Sulfonamide/trimethoprim;sul3
Sulfonamide/trimethoprim;sul4
MLS;TaeA
cycline;tap
cycline;tcr3
blactamase;TEM-1
blactamase;TEM-1
blactamase;TEM-1
blactamase;TEM-116
blactamase;TEM-116
blactamase;TEM-116
blactamase;TEM-141
blactamase;TEM-141
blactamase;TEM-141
blactamase;TEM-176
blactamase;TEM-176
blactamase;TEM-176
blactamase;TEM-94
blactamase;TEM-94
cycline;tet(30)
cycline;tet(31)
cycline;tet(33)
cycline;tet(35)
cycline;tet(38)
cycline;tet(39)
cycline;tet(40)
cycline;tet(41)
cycline;tet(42)
cycline;tet(45)
cycline;tet(56)
cycline;tet(59)
cycline;tet(A)
cycline;tet(B)
cycline;tet(C)
cycline;tet(D)
cycline;tet(E)
cycline;tet(G)
cycline;tet(H)
cycline;tet(J)
cycline;tet(K)
cycline;tet(L)
cycline;tet(V)
cycline;tet(W/N/W)
cycline;Tet(X3)
cycline;Tet(X4)
cycline;tet(Y)
cycline;tet(Z)
cycline;tet32
cycline;tet36
cycline;tet44
cycline;tetA(46)
cycline;tetA(48)
cycline;tetA(60)
cycline;tetA(P)
cycline;tetB(46)
cycline;tetB(48)
cycline;tetB(60)
cycline;tetB(P)
cycline;tetM
cycline;tetO
cycline;tetQ
cycline;tetS
cycline;tetT
cycline;tetU
cycline;tetW
cycline;tetX
blactamase;THIN-B_beta-lactamase
blactamase;TLA-3
MLS;tlrC
blactamase;TMB-1
blactamase;TMB-1
nucleoside;tmrB
Multidrug_efflux;tolC
Disinfecting_agents_and_antiseptics;TriA
Disinfecting_agents_and_antiseptics;TriB
Disinfecting_agents_and_antiseptics;TriC
blactamase;TRU-1
peptide;tsnR
blactamase;TUS-1_beta-lactamase
blactamase;TUS-1_beta-lactamase
MLS;tva(A)
peptide;ugd
Glycopeptide/Cycloserine;vanA
Glycopeptide/Cycloserine;vanB
Glycopeptide/Cycloserine;vanC
Glycopeptide/Cycloserine;vanD
Glycopeptide/Cycloserine;vanE
Glycopeptide/Cycloserine;vanF
