GMGC10.005_938_068.YBXI	GMGC10.95nr_block_0019	(Bla)blaOXA-60	(Bla)blaOXA-60	argannot	2021-Mar-27	AY664505:1-816	abricate	abricate 1.0.1	93.87			1	816					+		100.0
GMGC10.009_105_560.AADA	GMGC10.95nr_block_0019	(AGly)aadA24	(AGly)aadA24	argannot	2021-Mar-27	HQ123586:88-768	abricate	abricate 1.0.1	100.0			40	819					+		100.0
GMGC10.009_704_406.AADA	GMGC10.95nr_block_0019	(AGly)spc	(AGly)spc	argannot	2021-Mar-27	X02588:331-1113	abricate	abricate 1.0.1	94.1			1	780					+		99.62
GMGC10.013_880_490.YBXI	GMGC10.95nr_block_0019	(Bla)blaOXA-23	(Bla)blaOXA-23	argannot	2021-Mar-27	EF120622:1499-2320	abricate	abricate 1.0.1	99.51			1	822					+		100.0
GMGC10.014_618_889.YBXI	GMGC10.95nr_block_0019	(Bla)blaOXA-204	(Bla)blaOXA-204	argannot	2021-Mar-27	JQ809466:5375-6172	abricate	abricate 1.0.1	98.62			1	798					+		100.0
GMGC10.016_341_362.UNKNOWN	GMGC10.95nr_block_0019	(Bla)blaOXA-12	(Bla)blaOXA-12	argannot	2021-Mar-27	U10251:181-975	abricate	abricate 1.0.1	97.23			1	795					+		100.0
GMGC10.016_701_822.UNKNOWN	GMGC10.95nr_block_0019	(AGly)rmtG	(AGly)rmtG	argannot	2021-Mar-27	JX486113:1-795	abricate	abricate 1.0.1	100.0			1	795					+		100.0
GMGC10.017_113_688.YBXI	GMGC10.95nr_block_0019	(Bla)blaOXA-820	(Bla)blaOXA-820	argannot	2021-Mar-27	NG_064778:1-822	abricate	abricate 1.0.1	96.35			1	822					+		100.0
GMGC10.019_638_949.UNKNOWN	GMGC10.95nr_block_0019	(Bla)blaOXA-12	(Bla)blaOXA-12	argannot	2021-Mar-27	U10251:181-975	abricate	abricate 1.0.1	93.39			1	787					+		98.99
GMGC10.025_383_247.UNKNOWN	GMGC10.95nr_block_0019	(AGly)aac6-Ib	(AGly)aac6-Ib	argannot	2021-Mar-27	M21682:380-985	abricate	abricate 1.0.1	99.83			1	607					+		100.0
GMGC10.030_589_020.ERMX	GMGC10.95nr_block_0019	(MLS)erm(F)	(MLS)erm(F)	argannot	2021-Mar-27	M14730:241-1041	abricate	abricate 1.0.1	92.39			1	801					+		100.0
GMGC10.035_795_550.UNKNOWN	GMGC10.95nr_block_0019	(Bla)blaOXA-209	(Bla)blaOXA-209	argannot	2021-Mar-27	JF268688:5408-6232	abricate	abricate 1.0.1	89.72			1	825					+		99.76
GMGC10.037_577_467.OXA	GMGC10.95nr_block_0019	(Bla)blaOXA-9	(Bla)blaOXA-9	argannot	2021-Mar-27	NC_015515:451-1290	abricate	abricate 1.0.1	99.88			1	825					+		98.21
GMGC10.039_005_723.UNKNOWN	GMGC10.95nr_block_0019	(AGly)aadB	(AGly)aadB	argannot	2021-Mar-27	JQ690540:4275-4808	abricate	abricate 1.0.1	100.0			286	819					+		100.0
GMGC10.043_013_742.ERMX	GMGC10.95nr_block_0019	(MLS)erm(F)	(MLS)erm(F)	argannot	2021-Mar-27	M14730:241-1041	abricate	abricate 1.0.1	90.25			1	800					+		99.88
GMGC10.043_533_511.YBXI	GMGC10.95nr_block_0019	(Bla)blaOXA-60	(Bla)blaOXA-60	argannot	2021-Mar-27	AY664505:1-816	abricate	abricate 1.0.1	95.59			1	816					+		100.0
GMGC10.044_717_313.CAT	GMGC10.95nr_block_0019	(Phe)catB11	(Phe)catB11	argannot	2021-Mar-27	NG_050948:101-733	abricate	abricate 1.0.1	100.0			178	810					+		100.0
GMGC10.002_743_408.YBXI	GMGC10.95nr_block_0020	(Bla)blaOXA-228	(Bla)blaOXA-228	argannot	2021-Mar-27	JQ422053:100-930	abricate	abricate 1.0.1	80.38			47	846					+		96.27
GMGC10.023_027_205.BLA	GMGC10.95nr_block_0020	(Bla)blaLAP-2	(Bla)blaLAP-2	argannot	2021-Mar-27	EU159120:1-858	abricate	abricate 1.0.1	99.88			1	859					+		100.0
GMGC10.024_936_708.YBXI	GMGC10.95nr_block_0020	(Bla)blaOXA-278	(Bla)blaOXA-278	argannot	2021-Mar-27	KC771279:1-831	abricate	abricate 1.0.1	89.0			1	827					+		99.52
GMGC10.025_531_247.AADK	GMGC10.95nr_block_0020	(AGly)str	(AGly)str	argannot	2021-Mar-27	X92946:18908-18060	abricate	abricate 1.0.1	94.58			13	861					+		100.0
GMGC10.033_799_928.YBXI	GMGC10.95nr_block_0020	(Bla)blaOXA-235	(Bla)blaOXA-235	argannot	2021-Mar-27	JQ820240:591-1421	abricate	abricate 1.0.1	100.0			1	831					+		100.0
GMGC10.037_145_599.ERMX	GMGC10.95nr_block_0020	(MLS)erm(X)	(MLS)erm(X)	argannot	2021-Mar-27	M36726:296-1150	abricate	abricate 1.0.1	93.58			1	855					+		99.88
GMGC10.037_185_560.ERMX	GMGC10.95nr_block_0020	(MLS)erm(X)	(MLS)erm(X)	argannot	2021-Mar-27	M36726:296-1150	abricate	abricate 1.0.1	96.26			1	855					+		99.88
GMGC10.007_162_725.AADA	GMGC10.95nr_block_0021	(AGly)aadA1-pm	(AGly)aadA1-pm	argannot	2021-Mar-27	JQ690540:7968-8798	abricate	abricate 1.0.1	99.87			1	769					+		92.54
GMGC10.010_055_999.AADK	GMGC10.95nr_block_0021	(AGly)str	(AGly)str	argannot	2021-Mar-27	X92946:18908-18060	abricate	abricate 1.0.1	99.53			49	897					+		100.0
GMGC10.012_526_639.AACC	GMGC10.95nr_block_0021	(AGly)aac3-IId	(AGly)aac3-IId	argannot	2021-Mar-27	EU022314:1-861	abricate	abricate 1.0.1	95.01			1	860					+		99.88
GMGC10.013_913_593.UNKNOWN	GMGC10.95nr_block_0021	(MLS)mph(E)	(MLS)mph(E)	argannot	2021-Mar-27	JF769133:8777-9661	abricate	abricate 1.0.1	99.87			1	766					+		86.55
GMGC10.023_834_859.BLA	GMGC10.95nr_block_0021	(Bla)blaCTX-M-78	(Bla)blaCTX-M-78	argannot	2021-Mar-27	AM982522:1-876	abricate	abricate 1.0.1	98.63			1	875					+		99.89
GMGC10.027_771_681.BLA	GMGC10.95nr_block_0021	(Bla)blaCTX-M-63	(Bla)blaCTX-M-63	argannot	2021-Mar-27	AB205197:4-876	abricate	abricate 1.0.1	100.0			1	873					+		100.0
GMGC10.034_142_617.MBL1	GMGC10.95nr_block_0021	(Bla)blaSPR-1	(Bla)blaSPR-1	argannot	2021-Mar-27	NG_052102:101-997	abricate	abricate 1.0.1	82.29			1	892					+		99.44
GMGC10.004_192_507.AACA-APHD	GMGC10.95nr_block_0022	(AGly)aph(2'')-Ib	(AGly)aph(2'')-Ib	argannot	2021-Mar-27	AF207840:272-1171	abricate	abricate 1.0.1	100.0			1	900					+		100.0
GMGC10.013_354_602.BLA	GMGC10.95nr_block_0022	(Bla)blaTEM-105	(Bla)blaTEM-105	argannot	2021-Mar-27	AF516720:215-1075	abricate	abricate 1.0.1	99.77			47	906					+		99.88
GMGC10.017_674_129.YBXI	GMGC10.95nr_block_0022	(Bla)blaOXA-50	(Bla)blaOXA-50	argannot	2021-Mar-27	AM117128:1-789	abricate	abricate 1.0.1	99.62			115	903					+		100.0
GMGC10.034_335_074.BLA	GMGC10.95nr_block_0022	(Bla)hugA	(Bla)hugA	argannot	2021-Mar-27	AF324468:221-2117	abricate	abricate 1.0.1	84.08			1	897					+		99.89
GMGC10.043_071_219.ERMA	GMGC10.95nr_block_0022	(MLS)erm(T)	(MLS)erm(T)	argannot	2021-Mar-27	M64090:168-902	abricate	abricate 1.0.1	99.46			191	924					+		99.86
GMGC10.002_072_504.YBXI	GMGC10.95nr_block_0023	(Bla)blaOXA-50	(Bla)blaOXA-50	argannot	2021-Mar-27	AM117128:1-789	abricate	abricate 1.0.1	99.49			1	788					+		99.87
GMGC10.006_565_390.NEO	GMGC10.95nr_block_0023	(AGly)aph3-IIc	(AGly)aph3-IIc	argannot	2021-Mar-27	HQ424460:2-805	abricate	abricate 1.0.1	82.96			1	803					+		99.88
GMGC10.010_980_812.AADA	GMGC10.95nr_block_0023	(AGly)aadA22	(AGly)aadA22	argannot	2021-Mar-27	AM261837:74-865	abricate	abricate 1.0.1	99.62			151	942					+		100.0
GMGC10.019_545_422.YBXI	GMGC10.95nr_block_0023	(Bla)blaOXA-10	(Bla)blaOXA-10	argannot	2021-Mar-27	HQ386834:1465-2265	abricate	abricate 1.0.1	100.0			154	954					+		100.0
GMGC10.032_960_610.SCLAV_1890	GMGC10.95nr_block_0023	(MLS)lnu(F)	(MLS)lnu(F)	argannot	2021-Mar-27	EU118119:1030-1851	abricate	abricate 1.0.1	100.0			1	694					+		84.43
GMGC10.008_741_437.FOLP	GMGC10.95nr_block_0024	(Sul)sul1	(Sul)sul1	argannot	2021-Mar-27	AF071413:6700-7539	abricate	abricate 1.0.1	99.85			1	676					+		80.48
GMGC10.011_096_132.AADA	GMGC10.95nr_block_0024	(AGly)aadA13	(AGly)aadA13	argannot	2021-Mar-27	AY713504:1-798	abricate	abricate 1.0.1	100.0			190	987					+		100.0
GMGC10.012_152_888.STRA	GMGC10.95nr_block_0024	(AGly)strA	(AGly)strA	argannot	2021-Mar-27	AB366441:22458-23261	abricate	abricate 1.0.1	100.0			181	984					+		100.0
GMGC10.013_765_699.AADA	GMGC10.95nr_block_0024	(AGly)aadA16	(AGly)aadA16	argannot	2021-Mar-27	EU675686:3197-4042	abricate	abricate 1.0.1	99.64			130	975					+		100.0
GMGC10.014_038_935.UNKNOWN	GMGC10.95nr_block_0024	(Bla)blaSHV-12	(Bla)blaSHV-12	argannot	2021-Mar-27	FJ685654:24-860	abricate	abricate 1.0.1	100.0			169	996					-		96.17
GMGC10.014_765_504.LDHA	GMGC10.95nr_block_0024	(Gly)vanH-A	(Gly)vanH-A	argannot	2021-Mar-27	FJ866609:3762-4730	abricate	abricate 1.0.1	100.0			13	981					+		100.0
GMGC10.032_955_009.AACC	GMGC10.95nr_block_0024	(AGly)aac3-IIa	(AGly)aac3-IIa	argannot	2021-Mar-27	X51534:91-951	abricate	abricate 1.0.1	99.88			1	846					+		98.26
GMGC10.042_494_190.BLA	GMGC10.95nr_block_0024	(Bla)blaDES-1	(Bla)blaDES-1	argannot	2021-Mar-27	AF426161:119-1093	abricate	abricate 1.0.1	82.94			1	981					+		99.59
GMGC10.002_305_685.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	89.39			1	1009					+		98.92
GMGC10.012_152_122.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	92.04			1	1018					+		99.8
GMGC10.012_299_178.AADA	GMGC10.95nr_block_0025	(AGly)aadA2	(AGly)aadA2	argannot	2021-Mar-27	X68227:66-945	abricate	abricate 1.0.1	100.0			229	1008					+		100.0
GMGC10.013_925_951.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	93.03			1	1018					+		99.8
GMGC10.014_629_124.UNKNOWN	GMGC10.95nr_block_0025	(MLS)mph(A)	(MLS)mph(A)	argannot	2021-Mar-27	DQ445270:1626-2531	abricate	abricate 1.0.1	99.56			91	996					-		100.0
GMGC10.020_041_308.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	93.32			1	1018					+		99.8
GMGC10.022_646_573.FOLP	GMGC10.95nr_block_0025	(Sul)sul2	(Sul)sul2	argannot	2021-Mar-27	EU360945:1617-2432	abricate	abricate 1.0.1	99.88			217	1029					+		99.63
GMGC10.023_645_198.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	96.86			1	1020					+		100.0
GMGC10.024_607_807.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	93.52			1	1018					+		99.8
GMGC10.024_686_334.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	95.38			1	1018					+		99.8
GMGC10.025_525_837.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	91.75			1	1018					+		99.8
GMGC10.026_686_836.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	93.42			1	1018					+		99.8
GMGC10.026_686_911.SCLAV_5006	GMGC10.95nr_block_0025	(AGly)aadB	(AGly)aadB	argannot	2021-Mar-27	JQ690540:4275-4808	abricate	abricate 1.0.1	100.0			481	1014					+		100.0
GMGC10.038_901_154.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	91.94			1	1018					+		99.8
GMGC10.040_463_593.RV0906	GMGC10.95nr_block_0025	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	91.65			1	1018					+		99.8
GMGC10.002_072_838.NEO	GMGC10.95nr_block_0026	(AGly)aph(3'')-IIb	(AGly)aph(3'')-IIb	argannot	2021-Mar-27	X90856:388-1194	abricate	abricate 1.0.1	97.89			1	806					+		99.88
GMGC10.007_613_115.AMPC	GMGC10.95nr_block_0026	(Bla)blaCMY-74	(Bla)blaCMY-74	argannot	2021-Mar-27	JX440349:1027-2172	abricate	abricate 1.0.1	91.06			1	1074					+		93.54
GMGC10.012_917_953.STRB	GMGC10.95nr_block_0026	(AGly)strB	(AGly)strB	argannot	2021-Mar-27	FJ474091:264-1100	abricate	abricate 1.0.1	100.0			369	1053					+		81.84
GMGC10.026_955_171.DDL	GMGC10.95nr_block_0026	(Gly)vanC4	(Gly)vanC4	argannot	2021-Mar-27	EU151752:29-1081	abricate	abricate 1.0.1	99.33			1	1053					+		100.0
GMGC10.034_669_620.RV0906	GMGC10.95nr_block_0026	(Bla)BlaA1	(Bla)BlaA1	argannot	2021-Mar-27	NC_010410:1803480-1804499	abricate	abricate 1.0.1	91.94			37	1054					+		99.8
GMGC10.023_284_573.AMPC	GMGC10.95nr_block_0027	(Bla)blaCSA-1	(Bla)blaCSA-1	argannot	2021-Mar-27	NG_062223:101-1228	abricate	abricate 1.0.1	98.14			1	1128					+		100.0
GMGC10.025_805_222.AMPC	GMGC10.95nr_block_0027	(Bla)blaSRT-1	(Bla)blaSRT-1	argannot	2021-Mar-27	AB008454:154-1290	abricate	abricate 1.0.1	93.75			1	1137					+		100.0
GMGC10.026_413_019.AMPC	GMGC10.95nr_block_0027	(Bla)AmpC2_Ecoli	(Bla)AmpC2_Ecoli	argannot	2021-Mar-27	CP002970:332756-333889	abricate	abricate 1.0.1	89.86			1	1134					+		100.0
GMGC10.026_866_409.DACF	GMGC10.95nr_block_0027	(Gly)vanY-D	(Gly)vanY-D	argannot	2021-Mar-27	AB242319:1958-3025	abricate	abricate 1.0.1	95.88			25	1092					+		100.0
GMGC10.032_958_580.BLA	GMGC10.95nr_block_0027	(Bla)blaSHV-1	(Bla)blaSHV-1	argannot	2021-Mar-27	AF148850:6-866	abricate	abricate 1.0.1	99.76			1	821					+		95.24
GMGC10.035_320_510.BLA	GMGC10.95nr_block_0027	(Bla)CARB-3	(Bla)CARB-3	argannot	2021-Mar-27	S46063:122-1036	abricate	abricate 1.0.1	99.89			225	1095					+		95.19
GMGC10.036_222_006.UNKNOWN	GMGC10.95nr_block_0027	(Gly)vanSc4	(Gly)vanSc4	argannot	2021-Mar-27	EU151753:4599-5663	abricate	abricate 1.0.1	98.59			67	1131					+		100.0
GMGC10.044_463_528.AMPC	GMGC10.95nr_block_0027	(Bla)blaDHA-9	(Bla)blaDHA-9	argannot	2021-Mar-27	KJ207201:952-2091	abricate	abricate 1.0.1	94.12			1	1140					+		100.0
GMGC10.046_531_661.AMPC	GMGC10.95nr_block_0027	(Bla)AmpC2_Ecoli	(Bla)AmpC2_Ecoli	argannot	2021-Mar-27	CP002970:332756-333889	abricate	abricate 1.0.1	97.8			1	1134					+		100.0
GMGC10.002_305_691.TETX	GMGC10.95nr_block_0028	(Tet)tetX	(Tet)tetX	argannot	2021-Mar-27	M37699:586-1752	abricate	abricate 1.0.1	87.23			1	1167					+		100.0
GMGC10.003_028_303.AMPH	GMGC10.95nr_block_0028	(Bla)blaADC-12	(Bla)blaADC-12	argannot	2021-Mar-27	NG_048636:1-1152	abricate	abricate 1.0.1	96.09			1	1152					+		100.0
GMGC10.003_686_009.AMPC	GMGC10.95nr_block_0028	(Bla)blaACT-4	(Bla)blaACT-4	argannot	2021-Mar-27	AJ311172:12-1157	abricate	abricate 1.0.1	93.98			1	1146					+		100.0
GMGC10.003_897_821.AMPC	GMGC10.95nr_block_0028	(Bla)blaACT-38	(Bla)blaACT-38	argannot	2021-Mar-27	KP836350:1-1146	abricate	abricate 1.0.1	87.96			1	1146					+		100.0
GMGC10.003_900_468.AMPC	GMGC10.95nr_block_0028	(Bla)blaACT-10	(Bla)blaACT-10	argannot	2021-Mar-27	JN848330:1-1146	abricate	abricate 1.0.1	98.17			1	1146					+		100.0
GMGC10.007_616_059.AMPH	GMGC10.95nr_block_0028	(Bla)ampH_Ecoli	(Bla)ampH_Ecoli	argannot	2021-Mar-27	AP012030:395554-396711	abricate	abricate 1.0.1	80.83			1	1158					+		100.0
GMGC10.007_681_315.TETA	GMGC10.95nr_block_0028	(Tet)tetY	(Tet)tetY	argannot	2021-Mar-27	AF070999:1680-2855	abricate	abricate 1.0.1	100.0			1	1176					+		100.0
